,geometry,toponyms,value_counts
1968,POINT (49.54697 33.88116),"['الكرج', 'كرج ابو دلف']",
1969,POINT (44.93375 33.20675),['عبرتا'],
1970,POINT (49.71372 31.05807),"['حومة الزط', 'الزط']",
1972,POINT (35.03845 29.27449),['الحقل'],
1974,POINT (68.34181 25.42764),"['النيرون', 'البيرون']",
1976,POINT (17.29329 30.94914),"['قصر العبادي', 'قبر العبادي']",
1977,POINT (62.12651 30.68777),['الطاق'],
1978,POINT (62.29575 37.39749),"['فاز', 'زرق']",
1979,POINT (58.27285 35.2614),['بشت'],
1980,POINT (52.96387 35.61266),"['فادوسبان', 'قادوستان', 'قادوسيان']",
1981,POINT (31.57495 30.59137),['الحوف الشرقي'],
1982,POINT (-6.06629 39.80641),['مخاضة البلاط'],
1983,POINT (73.04586 18.58187),['صيمور'],
1984,POINT (40.08449 38.07602),"['نهر الذيب', 'نهر الكلاب']",
1985,POINT (39.20944 23.85851),['العرج'],
1986,POINT (8.719760000000001 36.18255),['خور الكاف'],
1987,POINT (-3.45773 37.9998),['بياسة'],
1988,POINT (54.80361 29.63539),"['سرمقان', 'جرمقان', 'رباط سرمقان']",
1989,POINT (-7.42487 30.93544),['وادي درعة'],
1990,POINT (30.66449 28.60073),['بهنسى'],
1991,POINT (31.65521 30.93839),['خليج دقادوس'],
1992,POINT (59.44592 33.77051),['قوهستان'],
1993,POINT (-5.91433 36.4664),"['شذونة', 'شدونة']",
1994,POINT (51.69552 31.79256),['كرو'],
1995,POINT (44.97772 33.09856),['نهر النهروان'],
1996,POINT (65.02339000000001 39.44667),['رباط عتيق'],
1997,POINT (46.59233 32.17087),['باذبين'],
1998,POINT (47.83555 30.49692),['الابلة'],
1999,POINT (34.94527 29.57226),"['ايلة', 'ويلة']",
2000,POINT (48.27394 30.33563),['عبادان'],
2002,POINT (63.09359 26.02584),"['كيج', 'كيز']",
2003,POINT (13.57504 32.73756),['وادي الرمل'],
2004,POINT (69.01759 39.83509),"['فغكث', 'وغكث']",
2006,POINT (35.58877 36.79276),['الجيحان'],
2007,POINT (65.69197 31.64414),['قندهار'],
2008,POINT (43.7015 33.39492),['الانبار'],
2010,POINT (31.22403 30.82041),['دمسيس'],
2011,POINT (16.22169 31.19302),['مغمداش'],
2012,POINT (36.04321 32.98099),['جاسم'],
2014,POINT (48.69059 31.32986),"['الاهواز', 'سوق الاهواز']",
2015,POINT (43.97403 13.78649),['المذيخرة'],
2016,POINT (41.34352 36.9815),['تل فراشة'],
2017,POINT (60.63196 25.38207),['التيز'],
2019,POINT (10.94269 36.72745),['منزل باشو'],
2020,POINT (41.52796 25.5536),['معدن النقرة'],
2021,POINT (61.73152 37.68151),"['السوسقان', 'السوسقان']",
2022,POINT (68.03075 33.0881),['سغان'],
2023,POINT (64.10800999999999 39.89235),"['مغكان', 'مغكان']",
2024,POINT (46.38603 40.81356),"['جنزة', 'جنجة']",
2025,POINT (31.3077 30.12919),['عين شمس'],
2026,POINT (51.97155 23.61911),['السبخة'],
2027,POINT (2.22246 36.27861),['مليانة'],
2028,POINT (13.34479 38.10757),['بلرم'],
2029,POINT (13.70463 37.97037),['ثرمة'],
2030,POINT (39.45628 24.29047),['ملل'],
2032,POINT (60.66186 27.28057),"['البهرج', 'الفهرج', 'فهلفهرج']",
2034,POINT (38.64087 32.03911),"['الروارى', 'الدوارى']",
2035,POINT (53.13563 28.52387),['نهر سكان'],
2036,POINT (64.20076 39.81909),['خجاده'],
2037,POINT (50.09809 34.71922),['طبريش'],
2038,POINT (62.99639 38.31229),['رباط نصرك'],
2039,POINT (53.92036 29.69008),['قرية الاس'],
2040,POINT (57.81535 27.01075),['باس'],
2041,POINT (37.69991 36.0863),['خشاف'],
2042,POINT (51.94222 29.6096),['دشت ارزن'],
2043,POINT (59.43545 42.74561),"['مذمينية', 'مدكمينية !']",
2044,POINT (36.62191 35.31245),"['الاطمين', 'اللطمين']",
2045,POINT (-4.053 37.9204),['ارجونة'],
2046,POINT (48.30291 32.53782),['اللور'],
2047,POINT (44.37025 33.10972),"['صرصر', 'جسر صرصر']",
2048,POINT (61.32587 34.42834),['كره'],
2050,POINT (38.12681 30.48436),"['الجربا', 'الجربى']",
2051,POINT (44.06424 16.29079),['خيوان'],
2052,POINT (59.39815 42.00196),['نوزوار'],
2053,POINT (62.20454 26.24757),['اصفقة'],
2054,POINT (38.49484 40.32189),['قلونية العوفي'],
2055,POINT (-4.0521 39.88926),['طليطلة'],
2056,POINT (35.81024 33.45826),['جبل سنير'],
2057,POINT (56.02186 30.39947),['الروذان'],
2058,POINT (46.24758 37.34276),['مراغة'],
2059,POINT (46.1315 32.46405),['فم الصلح'],
2062,POINT (5.38113 34.69495),['طولقا'],
2063,POINT (58.45153 32.93881),['خور'],
2064,POINT (58.12875 35.12055),['كندر'],
2066,POINT (46.06157 40.99521),['شمكور'],
2067,POINT (10.8019 34.77411),['اسفاقس'],
2068,POINT (41.23862 19.80364),['عشم'],
2069,POINT (48.39263 34.21512),"['نهاوند', 'ماه البصرة']",
2070,POINT (45.29796 31.98716),"['البطائح', 'البطيحة']",
2071,POINT (32.05366 30.18702),['المنصف'],
2072,POINT (69.21115 38.46704),"['وشجرد', 'دستجرد', 'دستكرد']",
2073,POINT (44.43704 32.48152),"['الجامعان', 'الجامعين']",
2074,POINT (26.37011 31.32418),['قصر الشماس'],
2075,POINT (43.4292 25.77608),['رامة'],
2076,POINT (1.37563 36.49038),['تنس'],
2077,POINT (42.50815 27.06977),['فيد'],
2078,POINT (63.20339 38.58258),['جب حماد'],
2079,POINT (61.95529 41.0484),['ابوقشة'],
2080,POINT (36.74014 33.81588),['جرود'],
2081,POINT (42.82787 16.96745),['العرش'],
2082,POINT (68.2599 27.18279),['نهر مهران'],
2083,POINT (55.98855 25.75227),['جلفار'],
2084,POINT (48.30651 38.23604),['اردبيل'],
2085,POINT (73.45613 40.3768),"['نهر خرشاب', 'نهر خرشاب', 'نهر خرشان']",
2086,POINT (42.73173 15.22479),['الحردة'],
2087,POINT (65.3875 32.61829),['درغش'],
2088,POINT (34.27748 26.10673),['قصير'],
2089,POINT (15.44048 38.18022),"['رمطة', 'رمطة']",
2090,POINT (53.44398 29.79117),['جوبانن'],
2091,POINT (55.10037 28.4795),['رستاق'],
2092,POINT (59.129 36.03203),['قصر الريح'],
2093,POINT (49.32901 30.78178),['ديرة'],
2094,POINT (45.07411 37.52011),['ارميية'],
2095,POINT (48.69059 31.32986),"['الاهواز', 'سوق الاهواز']",
2096,POINT (62.28269 40.50009),['رباط حسن'],
2097,POINT (37.4317 29.87858),['الاجولي'],
2098,POINT (52.21353 30.39049),['مهرجاناواز'],
2099,POINT (-6.79416 34.04753),['سلا'],
2101,POINT (47.92209 29.29998),['كاظمة'],
2102,POINT (36.766 35.28804),['صوران'],
2103,POINT (34.97656 31.84394),['عمواس'],
2104,POINT (44.45181 26.35812),['النباج'],
2105,POINT (68.5599 37.4415),['نهر وخشاب'],
2107,POINT (32.8863 23.12192),"['كبان', 'قبان']",
2108,POINT (40.43179 21.10664),"['جبل جزوان', 'جبل غزوان']",
2109,POINT (43.35895 39.0223),['ارجيش'],
2111,POINT (35.75502 30.33962),['اذروح'],
2112,POINT (38.67294 29.99999),['عرفجاء'],
2113,POINT (44.18717 31.65292),['القادسية'],
2114,POINT (42.45066 23.54101),['الفلجة'],
2115,POINT (43.91477 12.66455),['عارة'],
2116,POINT (32.74002 25.22987),['نهر النيل'],
2117,POINT (38.53819 39.05271),['قلعة ابريق'],
2119,POINT (62.7655 34.53751),['رباط ميانه'],
2120,POINT (53.16106 30.17019),['كمين'],
2121,POINT (44.22504 33.85526),['عكبرا'],
2123,POINT (69.52452 41.31976),['جبغوكث'],
2124,POINT (56.59926 36.68546),['ازاذوار'],
2125,POINT (31.24964 30.04325),['فسطاط'],
2126,POINT (60.16386 34.31639),"['خركرد', 'خرجرد']",
2127,POINT (49.69307 30.7313),['اسك'],
2128,POINT (30.70804 30.78411),['محلة نقيدة'],
2130,POINT (38.52 27.58081),['تيماء'],
2131,POINT (36.55938 35.25585),['شيزر'],
2133,POINT (44.0447 15.83194),['الريدة'],
2135,POINT (44.96348 13.14229),['ابياين'],
2136,POINT (31.06351 30.23314),['شطنوف'],
2138,POINT (51.30074 29.39151),"['هندوجان', 'هنديجان']",
2139,POINT (44.9231 33.94151),"['دسكرة', 'دسكرة الملك']",
2140,POINT (69.04582000000001 37.95639),['لاوكند'],
2141,POINT (52.67168 30.91897),['اقليد'],
2142,POINT (41.72002 36.99109),['اذرمة'],
2143,POINT (45.96969 32.49681),['نهر سابس'],
2144,POINT (46.46935 32.94441),['باكسايا'],
2145,POINT (63.52263 35.08069),['رباط شور'],
2146,POINT (31.25278 31.19181),['الاوسية'],
2147,POINT (49.55519 34.36011),['ساروق'],
2148,POINT (42.13266 38.3955),"['بدليس', 'بدليس']",
2149,POINT (18.63423 29.78891),['سبخة منهوشا'],
2150,POINT (66.40105 26.57497),['رستاكهن'],
2153,POINT (31.7988 26.47449),['ابشاية'],
2154,POINT (61.68119 37.4648),"['سنج', 'سنك']",
2155,POINT (41.17006 37.9833),"['وادي مسوليات', 'نهر ساتيدما', 'وادي ساتيدما']",
2156,POINT (38.43806 36.9791),['سروج'],
2159,POINT (68.90655 40.80598),['خرشكث'],
2160,POINT (67.85929 26.41721),"['سدوسان', 'سدوستان']",
2161,POINT (42.88142 16.67647),['الخصوف'],
2162,POINT (49.5998 14.76671),['الشحر'],
2164,POINT (-0.47061 38.34618),['قانت'],
2165,POINT (57.76854 28.45204),"['الميجن', 'الميزن']",
2166,POINT (3.00118 43.18643),['اربونة'],
2167,POINT (69.57608999999999 37.41482),['نهر فارغر'],
2168,POINT (-5.93861 39.48654),['ترجيلة'],
2169,POINT (55.25395 30.88547),['ابان'],
2170,POINT (71.36391999999999 40.91733),['اخشيكث'],
2171,POINT (56.02186 30.39947),['الروذان'],
2172,POINT (36.20321 35.20588),['جبل بهرة'],
2173,POINT (40.87703 36.38969),"['تنانير', 'تنينير']",
2175,POINT (53.16106 30.17019),['كمين'],
2176,POINT (-7.90515 37.06463),"['خشنبة', 'اخشنبة']",
2177,POINT (51.46355 33.39951),['حصن بدرة'],
2178,POINT (36.61239 35.50744),['كفرطاب'],
2179,POINT (35.20796 33.26921),['صور'],
2180,POINT (50.8587 19.38865),['الاحقاف'],
2181,POINT (44.81405 39.73371),['نهر الرس'],
2182,POINT (57.75292 30.46232),['خبيص'],
2183,POINT (63.92927 31.3733),['رباط عبد الله'],
2184,POINT (51.2582 30.30738),"['دخويد', 'درخيذ']",
2185,POINT (51.86732 32.00251),['قومسة'],
2186,POINT (-7.1741 38.87561),"['البش', 'البس']",
2187,POINT (13.86212 37.35487),['عين المغطاء'],
2188,POINT (31.37174 30.36522),['مشتول'],
2189,POINT (35.69038 31.17824),['كرك'],
2191,POINT (45.50578 41.39027),['خنان'],
2192,POINT (73.19654 42.8167),['ميركي'],
2193,POINT (58.87027 32.4344),['راس الماء'],
2194,POINT (2.69033 36.10305),['سوق كرا'],
2195,POINT (56.29779 31.38012),['كوه بيان'],
2197,POINT (40.8227 23.53832),['معدن بنو سليم'],
2198,POINT (13.21986 37.57066),['قلعة البلوط'],
2200,POINT (40.35548 23.28483),['السوارقية'],
2201,POINT (83.42513 25.14934),['نهر جنجس'],
2202,POINT (-6.87557 40.62317),['المئدة'],
2203,POINT (50.19373 26.28437),['دارين'],
2204,POINT (44.06424 16.29079),['خيوان'],
2206,POINT (46.35428 36.09869),['منزل البيلقان'],
2207,POINT (43.94901 15.78083),['بون'],
2208,POINT (46.10896 36.92367),['سابرخست'],
2209,POINT (44.29724 32.48043),['سوق اسد'],
2210,POINT (50.53898 29.60089),['جنابة'],
2211,POINT (44.43153 33.30144),['كلواذى'],
2213,POINT (67.69101000000001 24.43756),['الديبل'],
2214,POINT (29.30208 30.86496),"['ذات الحمام', 'ذات الحمام']",
2215,POINT (30.89161 30.34164),['الجرسيات'],
2216,POINT (46.32366 24.02771),['الثنية'],
2217,POINT (31.37316 30.69837),"['نطوية', 'نطو الرمان']",
2218,POINT (52.49428 29.94029),"['هزار', 'ازار سابور']",
2219,POINT (42.72248 37.11078),['الحسنية'],
2220,POINT (49.89265 31.6409),"['بازير', 'بازنك']",
2221,POINT (40.76153 36.16114),"['طابان', 'طلبان']",
2222,POINT (50.84322 36.18658),['طلقان'],
2223,POINT (63.16025 40.13581),['الرمل'],
2224,POINT (36.47366 27.19891),['سغب'],
2226,POINT (43.76442 16.9453),['صعدة'],
2227,POINT (54.16457 50.04287),"['بشجرت', 'بسجرد']",
2228,POINT (44.67244 15.92968),['يام'],
2229,POINT (71.72208999999999 23.61826),['قامهل'],
2230,POINT (35.17023 30.03245),"['غرندل', 'عرندل']",
2231,POINT (62.24983 33.59424),['ادرسكر'],
2232,POINT (44.23214 14.25242),['الحقل'],
2233,POINT (9.22256 35.23365),['سبيطلة'],
2234,POINT (47.01236 37.3799),['كلسارة'],
2235,POINT (33.35835 22.61001),['معادن التبر'],
2236,POINT (60.41989 27.25778),['بربور'],
2237,POINT (38.52691 37.28854),['المزانية'],
2238,POINT (54.07735 28.88371),"['الفستجان', 'الفستكان', 'البستجان']",
2239,POINT (56.45466 33.73469),"['رباط خوران', 'رباط كوران']",
2240,POINT (1.45396 36.21758),['وادي شلف'],
2241,POINT (68.72187 39.56749),['اشروسنة'],
2242,POINT (3.28946 36.73508),['تامدفوس'],
2243,POINT (44.62604 32.75737),['كوثى ربة'],
2244,POINT (52.01467 33.5596),['باذ'],
2245,POINT (55.67825 29.79365),['كردكان'],
2246,POINT (53.93868 29.25944),"['خيار', 'خير', 'خيرة']",
2247,POINT (-3.15111 40.6491),['وادي الحجارة'],
2248,POINT (-3.91362 39.1739),['ملقون'],
2249,POINT (22.62048 32.2648),['وادي مخيل'],
2250,POINT (69.62235 42.26934),['جموكت'],
2251,POINT (64.7978 32.54487),['نهر بشلنك'],
2252,POINT (55.98281 30.24893),['اونس'],
2253,POINT (52.74659 36.51713),['مامطير'],
2254,POINT (36.42642 34.42297),['نهر لمقلوب'],
2255,POINT (20.08482 32.11419),['برنيق'],
2256,POINT (36.93472 34.87271),['فرعايا'],
2257,POINT (44.21572 33.37712),['بادوريا'],
2258,POINT (30.51137 30.95938),['دنشال'],
2259,POINT (47.8146 30.4105),['نهر الابلة'],
2260,POINT (-4.89554 38.63018),['فحص البلوط'],
2261,POINT (52.44521 30.82066),"['قصر اعين', 'قصر ايين', 'الرون']",
2262,POINT (43.01192 24.95296),['طخفة'],
2263,POINT (57.95411 29.32947),['اوارك'],
2264,POINT (51.91596 32.45826),"['نهر زندروذ', 'الزرينروذ', 'زرنروذ']",
2265,POINT (12.58978 37.64431),['مازر'],
2266,POINT (55.05872 30.13418),"['شابابك', 'شاباوك', 'شهرباباك']",
2267,POINT (-6.99696 37.41112),['جبل العيون'],
2268,POINT (69.50903 41.40191),['نوجاكث'],
2269,POINT (48.3809 31.4679),"['نهر تيرا', 'نهر تيرين']",
2270,POINT (43.26652 36.14235),"['مرج جهينة', 'مر جهينة']",
2271,POINT (44.36603 15.56063),['مرمل'],
2272,POINT (46.3645 31.78987),['الرصافة'],
2274,POINT (49.83759 30.88498),['الجايزن'],
2275,POINT (58.17433 29.20052),['درجين'],
2276,POINT (35.28698 36.80583),['نهر سيحان'],
2277,POINT (-1.11443 37.99945),['مرسية'],
2278,POINT (67.09945999999999 37.02037),"['شوكرد', 'سياهجرد']",
2279,POINT (44.08916 34.02656),"['علث ', ' العلث']",
2280,POINT (57.9091 28.4383),['نهر هريروذ'],
2281,POINT (70.54447 41.1916),"['كوه سيم', 'جبل الفضة']",
2282,POINT (36.1458 33.22659),['مرج الصفر'],
2283,POINT (16.28326 28.96493),['ودان'],
2284,POINT (44.99684 14.38257),['رداع'],
2285,POINT (44.17683 13.97911),['الثجة'],
2286,POINT (47.14386 38.45223),['اهر'],
2287,POINT (63.3995 40.05505),['شروخ'],
2289,POINT (35.07298 28.47663),['مدين شعيب'],
2290,POINT (70.02385 28.57493),['نهر مهران'],
2291,POINT (31.66289 31.28355),['دقهلة'],
2292,POINT (51.21056 32.01123),['رباط باركان'],
2293,POINT (34.88059 31.60564),"['بيت جبريل', 'بيت جبرين']",
2294,POINT (57.56194 27.45601),"['منوقان', 'منوجان']",
2295,POINT (30.81078 30.40094),['ترنوط'],
2296,POINT (36.18418 36.19718),['انطاكية'],
2297,POINT (51.26816 29.28011),['دشت بارين'],
2298,POINT (51.83196 29.5028),['بحيرة كازرون'],
2299,POINT (48.33301 30.52571),['حصن مهدي'],
2300,POINT (44.59405 33.43161),['النهروان'],
2301,POINT (57.18746 33.37701),"['كري', 'كرين']",
2302,POINT (43.67157 14.2788),['جبلان'],
2303,POINT (45.61619 39.54632),['بسفرجان'],
2304,POINT (68.82268000000001 38.58166),['شومان'],
2305,POINT (46.62959 31.71519),['القطر'],
2306,POINT (13.31224 37.81007),['قرليون'],
2307,POINT (62.06959 40.79993),['نابادغين'],
2308,POINT (45.93468 34.47862),['حلوان'],
2309,POINT (57.80498 28.69436),['جيرفت'],
2311,POINT (-3.92129 34.66535),['كزناية'],
2312,POINT (43.75682 38.98412),"['بركري', 'بركوي']",
2313,POINT (55.80019 26.74974),"['جزيرة لفت', 'جزيرة بركاوان', 'جزيرة بنو كاوان']",
2314,POINT (34.73521 31.87092),['يبنا'],
2315,POINT (57.22106 27.79812),"['كوميز', 'كومين', 'كومير']",
2316,POINT (63.35393 38.84034),['رباط بارس'],
2317,POINT (0.60933 40.79221),['طرطوشة'],
2318,POINT (31.55816 31.11972),['خليج سردوس'],
2319,POINT (-0.52276 38.96551),['شاتبة'],
2320,POINT (64.30515 40.15432),"['ورذانة', 'اورذانة']",
2321,POINT (51.03856 35.41491),['قسطانة'],
2322,POINT (59.21993 42.45632),['الجرجانية'],
2323,POINT (48.8982 31.66531),['عسكر مكرم'],
2324,POINT (35.59845 33.06755),['بحيرة قدس'],
2325,POINT (45.17945 13.2032),['اخلة'],
2326,POINT (54.04351 29.10684),"['الاصبهانات', 'اصطهبانان']",
2327,POINT (40.06404 36.83758),['راس العين'],
2328,POINT (31.24225 30.11048),"['شبروا', 'شبرو']",
2329,POINT (68.78102 37.83441),['هلاورد'],
