,text_nt
5835,"['مَلِك', 'ٱِبْنَة', 'ٱِبْنَة', 'أُخْت', 'جَمال', 'عائِش', 'عَرَف', 'ٱِبْنَة', 'سَمِع', 'إِفادَة', 'أَخ', 'كَثِير', 'سَمِع', 'شَيْخ', 'مَسْمُوع', 'مُحِبّ', 'صامِت', 'جَمال', 'مُسَلْسَل', 'آخَر', 'أَجاز', 'ٱِبْنَة', 'آخَر', 'حَدَث', 'أَخ', 'مُفْرَد', 'سَمِع', 'فاضِل', 'حافِظ', 'سَمِع', 'شَيْخ', 'ذَكَر', 'نَبَأ', 'رَخِي', 'وَفاة', 'رَبِيع', 'آخَر', 'رَخِي', 'جُمادَى', 'أُولَى', 'مَلِك', 'ٱِبْنَة', 'ذِكْر', 'شَيْخ', 'مُعْجَم', 'عائِش', 'سَهْو', 'أُخْت']"
5836,"['ٱِبْنَة', 'ٱِبْنَة', 'السبكي', 'أَصْل', 'دِمَشْقِيّ', 'قاهِرِيّ', 'ماضِي', 'أَب', 'وَلَد', 'حَدّ', 'ظَنّ', 'أَسْمَع', 'ٱِلْتَقَى', 'شِهاب', 'عائِش', 'ٱِبْنَة', 'جَماعَة', 'أَجاز', 'آخَر', 'حَدَث', 'مَسْكَن', 'قُرْب', 'نَقَل', 'ٱِعْتِناء', 'سَكَّن', 'المرسينه', 'قَنْطَرَة', 'خَيِّر', 'بَيْت', 'رِئاسَة', 'حِشْمَة', 'مُحِبّ', 'حَدِيث', 'أَهْل', 'مال', 'الاسماع', 'إِكْرام', 'ٱِحْتِرام', 'حَمَل', 'كَثِير', 'مات', 'جُمادَى', 'مَرَض', 'طَوِيل', 'ٱِخْتَلَط', 'تَحَرَّر', 'رَحِم']"
5837,"['ٱِبْنَة', 'أَشْرَف', 'شَقِيقَة', 'مُؤَيِّد', 'آتِي', 'صاحِب', 'تَرْجَمَة', 'كُبْرِي', 'تَزَوَّج', 'مَمْلُوك', 'أَب', 'سَلْطَنَة', 'مَرَّة', 'واستولدها', 'ٱِبْنَة', 'تَزَوَّج', 'تَأَيَّم', 'وَلَد', 'ٱِتَّصَل', 'أَب', 'طَوِيل', 'نائِب', 'حَماة', 'مات', 'لَيْلَة', 'شَعْبان', 'مَنْزِل', 'حَمَل', 'غَسَل', 'سَبِيل', 'فَصْل', 'حَضْرَة', 'سُلْطان', 'دَفَن', 'تُرْبَة', 'أَب', 'ذَكَّر', 'كَرَم', 'نِسْبَة', 'أَب', 'إِخْوَة', 'خَطا', 'أَكْبَر', 'وَلَد']"
5838,"['ضَمّ', 'مُوَحَّد', 'ٱِبْنَة', 'فَتْح', 'مستولده', 'وَجِيه', 'ٱِبْنَة', 'أَجاز', 'ثَمانِمائَة', 'جَماعَة', 'عائِش', 'ٱِبْنَة', 'سَمِع', 'أَب', 'أَجاز', 'سَيِّد', 'مَوْت', 'سَعَى', 'عَتِيق', 'عَمّ', 'عِماد', 'ٱِفْتِخار', 'وَلَّد', 'مَأْتَى', 'تَأَيَّم', 'مات', 'فَجْأَةً', 'شُوال', 'جِدَّة', 'صاحِب', 'أُمَّة', 'نِعْمَة', 'ٱِبْنَة', 'مُحِبّ']"
5839,"['ٱِبْنَة', 'سَيِّد', 'ماضِي', 'أَب', 'سَبِط', 'مَوْلَى', 'ماضِي', 'وَلَد', 'ثَمانِمائَة', 'تَعَلَّم', 'كِتابَة', 'تَزَوَّج', 'ٱِبْن', 'عَمَّة', 'سَيِّد', 'أَخ', 'جَدّ', 'واستولدها', 'وَلَد', 'قَطَن', 'عِبادَة', 'ٱِسْتِقامَة', 'مُلازَمَة', 'أَتَى', 'جُبَيْل', 'كالّ', 'بَيْت', 'جاورناها', 'مُدَّة', 'حَمِد', 'مَأْتَى', 'وَلَد', 'ٱِشْتَدّ', 'حُزْن', 'تَوَجَّه', 'نَبَوِيّ', 'قَدَّم', 'أَب', 'سَعَى', 'دام', 'عَلَّل', 'ٱِسْتَدان', 'أَنْفَق', 'جَلّ', 'حَوْزَة', 'تَدْبِير', 'تَعِب', 'تَجَلَّد', 'مات', 'مات', 'أُخْت', 'عَمَّة', 'كَبِير', 'بَيْت', 'زاد', 'أَوْجَع', 'سِيَّما', 'مُنْصِف', 'زَوْج', 'طُول', 'مُدَّة', 'عَرَف', 'غائِب', 'إِلّا', 'نادِر', 'جُمْلَة', 'حازِم', 'قانته', 'ذاكِرَة', 'زائِد', 'ٱِعْتِقاد', 'مَحَبَّة', 'قَصْد', 'صالِح', 'ٱِنْقَطَع', 'كَتَب', 'خَيْر']"
5840,"['ٱِبْنَة', 'ٱِبْنَة', 'حافِظ', 'ماضِي', 'أَب', 'وَلَد', 'شُوال', 'سَعَى', 'أَحْضَر', 'جَدّ', 'رَفِيق', 'أَجاز', 'آخَر', 'تَزَوَّج', 'حَدَث', 'سَمِع', 'فاضِل', 'مات', 'رَحِم']"
5841,"['ٱِبْنَة', 'بَرَكَة', 'الصالحيه', 'دِمَشْقِيّ', 'أُخْت', 'زَوْج', 'صَدْر', 'عَرَف', 'أَب', 'سَمِع', 'زَوْج', 'ٱِثْنَتانِ', 'عائِش', 'ٱِبْنَة', 'حُلْم', 'دُنْيا', 'حَدَث', 'سَمِع', 'فاضِل', 'مات', 'رَبِيع', 'دَفَن', 'سَفْح', 'رَحِم']"
5842,"['ٱِبْنَة', 'مُطْرِي', 'ٱِبْنَة', 'أُخْت', 'شَيْخ', 'وَلَد', 'حَدّ', 'أَجاز', 'ٱِسْتِدْعاء', 'ٱِبْنَة', 'آخَر', 'عَمَّر', 'أَضَرّ', 'حَدّ', 'أَجاز', 'كَتَب', 'شَيْخ', 'ٱِخْتِلاط', 'مات']"
5843,"['ٱِبْنَة', 'زَوْج', 'ٱِلْتَقَى', 'سَمِع', 'حَدَث', 'مات', 'سَلْخ', 'مُحَرَّم', 'ٱِثْنَتانِ', 'ذِكْر', 'شَيْخ', 'نَبَأ', 'ٱِبْنَة', 'مَكِّيّ', 'ٱِسْم']"
5844,"['ٱِبْنَة', 'حارِثِيّ', 'مَكِّيّ', 'مات', 'رَخِي']"
5845,"['بَرَكَة', 'ٱِبْنَة', 'أُخْت', 'أُمَّة', 'عَزِيز', 'ماضِي', 'أَجاز']"
5846,"['ٱِبْنَة', 'أُخْت', 'أُمَّة', 'سَمِع', 'جَمال', 'الباجي', 'شَيْء', 'مُعْجَم', 'كَبِير', 'حَدَث', 'مات', 'رَمَضان']"
5847,"['بَلَغ', 'مِنَى', 'البارزيه', 'جِدَّة', 'أُمَّة', 'مات', 'جُمادَى', 'أُولَى', 'رَخِي']"
5848,"['ٱِبْنَة', 'أُخْت', 'تَزَوَّج', 'شَيْخ', 'وَلَد', 'مُبارَك', 'سَمِع', 'والِد', 'زَوْج', 'حَضَّر', 'مات']"
5849,"['ٱِبْنَة', 'شَيْخ', 'أُخْت', 'ٱِبْنَة', 'ماضِي', 'قَرِيب', 'أَجاز', 'ٱِسْتِدْعاء', 'ٱِبْنَة', 'آخَر', 'أَجاز', 'مات']"
5850,"['ٱِبْنَة', 'مَجْد', 'أُخْت', 'إِخْوَة', 'تَزَوَّج', 'ٱِبْن', 'عَمّ', 'مات']"
5851,"['ٱِبْنَة', 'تاج', 'شَقِيقَة', 'جَنَّة', 'أَب', 'السعادات', 'ماضِي', 'أَكْبَر', 'تَزَوَّج', 'مُحِبّ', 'القاياتي', 'وَلَد', 'مُهْجَة', 'وسعادات', 'مَأْتَى', 'تَزَوَّج', 'تَزَوَّج', 'تَأَيَّم', 'أَثْكَل', 'أَخ', 'مات', 'سَعَى']"
5852,"['ٱِبْنَة', 'بَدْر', 'تَزَوَّج', 'عَمَّة', 'وَلَّد', 'وَلَد', 'تَزَوَّج', 'مات', 'قَعْدَة', 'ظَنّ', 'جاز', 'ذِكْر', 'شَيْخ', 'نَبَأ', 'شُهْرَة', 'غَنَّى', 'ذِكْر', 'لِسان', 'أَهْل', 'بَيْت', 'سَلَك', 'أَكْثَر', 'طَرِيق', 'تَصَوُّف', 'لَبِس', 'خُرْقَة', 'جَماعَة', 'تَسَمَّى', 'شَيْخَة', 'وَقَّع', 'اضحوكات', 'اللَّه', 'المستعان']"
5853,"['ٱِبْنَة', 'شَيْخ', 'عَمَّر', 'قاسَى', 'هَوْل', 'سَبَب', 'أَمْر', 'مَرَّة', 'قَتْل', 'ٱِبْن', 'مات', 'قُبَيْلَ', 'قَتَل', 'رَبِيع', 'جُمادَى', 'أُولَى', 'خَيِّر', 'رَحِم', 'جَنَّة']"
5854,"['ٱِبْنَة', 'أُخْت', 'قاضِي', 'مات', 'جُمادَى', 'دَفَن', 'تُرْبَة', 'رَخِي']"
5855,"['ٱِسْم', 'تَزَوَّج', 'أَزال', 'مَوَّل', 'مثريه', 'مات', 'سَنّ', 'رَمَضان', 'سَعَى']"
5856,"['ٱِبْنَة', 'مَجْد', 'تَزَوَّج', 'وَلَّد', 'بَنَى', 'مَأْتَى', 'تَأَيَّم', 'مات', 'مُحَرَّم', 'رَخِي']"
5857,"['ٱِبْنَة', 'مالِكِيّ', 'أَب', 'أَقَرّ', 'قُرْآن', 'خالَط', 'فَقِيه', 'نَشَأ', 'تَلا', 'أَكْمَل', 'جَمْع', 'ٱِبْنَة', 'دَخَل', 'أَب', 'فَقْرَة', 'شَيْخ', 'وَعَظ', 'نِساء', 'محافيظها', 'عُمْدَة', 'عُقَيْدَة', 'أَكْثَر', 'مَطْلَع', 'رِياض', 'صالِح', 'طَهارَة', 'قَلْب', 'رِسالَة', 'دَخَل', 'تَزَوَّج', 'شَيْخ', 'بَلَد', 'حال', 'مُخالَط']"
5858,"['ٱِبْنَة', 'شَقِيقَة', 'تَزَوَّج', 'مَأْتَى', 'ظَنّ', 'تَزَوَّج', 'دَخَل', 'بِنْيَة', 'إِخْوَة', 'ٱِسْتِدْعاء', 'مات']"
5859,[]
5860,"['ٱِبْنَة', 'شَيْخ', 'إِسْلام', 'ٱِبْنَة', 'قُرَشِيّ', 'عُمْرِيّ', 'الصالحيه', 'وَلَد', 'ٱِثْنَتانِ', 'سَعَى', 'تَقْرِيب', 'أَحْضَر', 'قَرِيب', 'سَعَى', 'نُسْخَة', 'وَحَى', 'آخَر', 'حَدَث', 'سَمِع', 'فاضِل', 'مات']"
5861,"['ٱِبْنَة', 'عِزّ', 'أُخْت', 'آتِي', 'وَلَد', 'تَقْرِيب', 'أَحْضَر', 'حافِظ', 'آخَر', 'سَمِع', 'ٱِبْنَة', 'حَدَث', 'سَمِع', 'فاضِل', 'أَجاز', 'ٱِتَّفَق', 'ذَكَر', 'مُعْجَم', 'تَبِع', 'عَقْد', 'مات', 'شَعْبان']"
5862,"['تَتَر', 'ٱِبْنَة', 'أُخْت', 'زَوْجَة', 'زَوْجَة', 'استولدها', 'رَجا', 'آتِي', 'مات']"
5863,"['ٱِبْنَة', 'فَتْح', 'مُهْمَل', 'ثَقِيل', 'دَعا', 'تاجِر', 'ٱِبْنَة', 'مِصْرِيّ', 'تاجِر', 'الكارمي', 'زَوْج', 'وَلَد', 'وَسْط', 'شَيْخ', 'تَقْرِيب', 'أَجاز', 'فِهْرِس', 'مَرْوِيّ', 'حَدَث', 'سَمِع', 'فاضِل', 'قَرَأ', 'شَيْخ', 'سَبِط', 'بَيْت', 'رِئاسَة', 'ثَرْوَة', 'أَقام', 'زَوْج', 'أَكْثَر', 'مَأْتَى', 'تَزَوَّج', 'مات', 'شَعْبان', 'رَحِم', 'ذِكْر', 'شَيْخ', 'مُعْجَم', 'ٱِخْتِصار', 'تَبِع', 'عَقْد']"
5864,"['ٱِبْنَة', 'مِصْرِيّ', 'مَكِّيّ', 'شَيْخَة', 'رَفِيقَة', 'فائِدَة', 'آتِي', 'شَيْخَة', 'صاحِب', 'مات', 'رَبِيع', 'آخَر', 'ٱِثْنَتانِ', 'رَخِي']"
5865,"['تُفّاح', 'حَبَشِيّ', 'مستولده', 'شَرِيف', 'ٱِبْنَة', 'مات', 'تُفّاح', 'حَبَشِيّ', 'أُخْرَى', 'قاضِي', 'حَرَم', 'المحيوي', 'حَنْبَلِيّ', 'أَتَى', 'مُبْهَم', 'تَقِيَّة', 'أَهْل', 'ٱِبْنَة', 'ٱِلْتَقَى', 'أُخْت', 'صاحِب', 'نَجْم', 'إِخْوَة', 'أَتَى', 'كُنْيَة']"
5866,"['ٱِبْنَة', 'بارِع', 'جَمال', 'قَدَّم', 'عَمّ', 'تَزَوَّج', 'فارِق', 'تَزَوَّج', 'ٱِبْن', 'عَمّ', 'مَأْتَى', 'دَبَّر', 'زَوْجَة', 'قَتَل', 'أَقام', 'حاصَر', 'خَرَج', 'دَوْلَة', 'مَلَك', 'أَقام', 'دَبَّر', 'أَيْض', 'قَتَل', 'ٱِبْن', 'ٱِسْتَقال', 'مَمْلَكَة', 'مُدَّة', 'جَدُب', 'عَرَب', 'مَمْلَكَة', 'دَعا', 'مِنْبَر', 'ضَرَب', 'سِكَّة', 'ٱِسْم', 'مات', 'ٱِثْنَتانِ', 'ٱِبْن', 'حارَب', 'إِخْوَة', 'سار', 'قَتَل', 'حَرْب', 'ذِكْر', 'شَيْخ', 'نَبَأ', 'ٱِبْنَة', 'ذَكَر', 'ٱِبْنَة', 'أُخْرَى', 'ٱِبْنَة', 'مَدْعُوّ', 'ٱِبْنَة', 'ستيته']"
5867,"['ٱِبْنَة', 'رُكْن', 'مَعْنَى', 'زَوْج', 'تَزَوَّج', 'بُرْهان', 'واستولدها', 'زَوْج', 'أَمِير', 'عَشَرات', 'ٱِمْتَحَن', 'زَوْج', 'سَبَب', 'والِي', 'أَمْر', 'ٱِنْفِراد', 'نِيَّة', 'ٱِسْتِحْقاق', 'ٱِنْقِراض', 'مات', 'جُمادَى', 'أُولَى', 'ٱِثْنَتانِ', 'سَعَى']"
5868,"['ٱِبْنَة', 'اشرفيه', 'ٱِشْتَرَى', 'واستولدها', 'عَمَل', 'سَلْطَنَة', 'لَقَب', 'تَزَوَّج', 'زَوْجَة', 'كُبْرِي', 'زَوْجَة', 'أُسْتاذ', 'وَلَد', 'آخَر', 'ناصِرِيّ', 'سَكَّن', 'مَكان', 'كُبْرِي', 'حَظِي', 'نال', 'سَعادَة', 'طال', 'عَظَّم', 'حَرَم', 'بَعَث', 'سُلْطان', 'طَلَب', 'إِخْوَة', 'قارَب', 'فجيء', 'مُدَّة', 'جَمْع', 'زاد', 'أَنْعَم', 'إِقْطاع', 'راتِب', 'وَظِيفَة', 'خِدْمَة', 'ناظِر', 'جَيْش', 'عَظْمَة', 'زائِد', 'مُفْرِط', 'دام', 'عِزّ', 'مات', 'مَسْمُوم', 'عِلَّة', 'صَرْع', 'شُوال', 'دَفَن', 'تُرْبَة', 'صَحْراء', 'مَتاع', 'قُماش', 'مَلْبَس', 'نَقْد', 'شَيْء', 'كَثِير', 'جِدّ', 'قَرُب', 'عاش', 'دَبَّر', 'وَلَد', 'ذَكَر', 'شَيْخ', 'نَبَأ']"
5869,"['جَنَّة', 'ٱِبْنَة', 'تاج', 'شَقِيقَة', 'بَدْر', 'ماضِي', 'مات', 'لَيْلَة', 'حُجَّة', 'صَلَّى', 'غَد', 'جامِع', 'حاكِم', 'مَحْفِل', 'دَفَن', 'زاوِيَة', 'قُرْب', 'جامِع', 'أَكْمَل', 'مَوْت', 'خَيِّر', 'ناقِص', 'حَظّ', 'تَزَوَّج', 'ناصِرِيّ', 'زَوْج', 'حَياة', 'أَبَوان', 'قَرَأ', 'مِحْراب', 'لَيْلَة', 'دُخُول', 'جَنَّة', 'وَرِث', 'عِباد', 'وَقَى', 'آخَر', 'وَلَد', 'جَنَّة']"
5870,"['جَنَّة', 'ٱِبْنَة', 'بَدْر', 'أُخْت', 'بَدْر', 'ٱِبْنَة', 'مات', 'جِهَة', 'طَيّ', 'ٱِبْنَة', 'مَلِك', 'أَتَى']"
5871,"['أَصْغَر', 'حَبَشِيّ', 'كَمالِيّ', 'تَزَوَّج', 'سَيِّد', 'عَتِيق', 'أَيْض', 'مات', 'عَصْر', 'رَجَب', 'سَعَى', 'صَلَّى', 'صَلاة', 'عَصْر', 'باب', 'دَفَن', 'مَعْلاة', 'مَوْلَى', 'مُبارَك', 'أَثْنَى', 'خَيْر']"
5872,"['مستولده', 'وَلَد', 'ٱِسْم', 'جبرتيه', 'حَبَشِيّ', 'مات', 'لَيْلَة', 'شَعْبان', 'سَعَى']"
5873,"['حَبَشِيّ', 'مستولده', 'زَوْج', 'مات', 'جُمادَى', 'أُولَى', 'سَعَى', 'ٱِبْنَة', 'صَغِير', 'المشاره']"
5874,"['حَبَشِيّ', 'زَوْج', 'مات', 'رَبِيع', 'رَخِي']"
5875,"['ٱِبْنَة', 'كَرِيم', 'ٱِبْنَة', 'حافِظ', 'عِراقِيّ', 'أَصْل', 'أُخْت', 'وَلِيّ', 'وَلَد', 'تَقْرِيب', 'أَسْمَع', 'أَب', 'آخَر', 'أَجاز', 'مُحَرَّم', 'خَلْق', 'شِهاب', 'أَقام', 'والِد', 'مُدَّة', 'تَزَوَّج', 'ظَنّ', 'وَقْت', 'صالِح', 'خَيِّر', 'مُحِبّ', 'حَدِيث', 'سَمِع', 'إِمام', 'حَمَل', 'شَيْء', 'مات', 'لَيْلَة', 'مُحَرَّم', 'صَلَّى', 'غَد', 'جامِع', 'جَمْع', 'جَمّ', 'رَحِم', 'إِيّا']"
5876,"['ٱِبْنَة', 'بَدْر', 'أَجاز', 'جَماعَة', 'مات', 'حَياة', 'أَبَوان', 'جَنَّة']"
5877,"['ٱِبْنَة', 'مُؤَلَّف', 'أَب', 'ٱِبْنَة', 'أَصْل', 'قاهِرِيّ', 'مات', 'شَهْر', 'مِيلاد', 'حُجَّة', 'دَفَن', 'إِخْوَة', 'جَنَّة']"
5878,"['ٱِبْنَة', 'مُحِبّ', 'ٱِبْنَة', 'شَقِيقَة', 'أَصْغَر', 'تَزَوَّج', 'ٱِحْتِجاب', 'مُيَسَّر', 'مَعْرُوف', 'قُبَيْلَ', 'مَوْت', 'أَب', 'قَلِيل', 'دَخَل', 'سافَر', 'مَوْت', 'بَلَد', 'جَهَّز', 'سافَر']"
5879,"['ٱِبْنَة', 'عَرَف', 'أَب', 'مات', 'هَدْم', 'لَيْلَة', 'شُوال', 'رَخِي']"
5880,"['الخوندات', 'تَزَوَّج', 'مَأْتَى', 'تَزَوَّج', 'أَيْض', 'أَغْرَى', 'والِد', 'مُؤَرَّخ', 'تَأَخَّر', 'وَفاة', 'طاعُون']"
5881,"['ٱِبْنَة', 'صَفِيّ', 'ٱِبْنَة', 'سَيِّد', 'أُخْت', 'وَلَد', 'رَبِيع', 'ثَمانِمائَة', 'نَشَأ', 'كَنَف', 'أَب', 'أَجاز', 'جَماعَة', 'تَزَوَّج', 'ٱِبْن', 'عَمّ', 'واستولدها', 'وَلَد', 'تَأَخَّر', 'قَطَن', 'دَهْر', 'طَرِيقَة', 'جَمِيل', 'سُلُوك', 'طَرِيقَة', 'أَب', 'عَمّ', 'تَعاطِي', 'جاء', 'جِيل', 'مُثابَرَة', 'وَظِيفَة', 'عِبادَة', 'تَزَوَّج', 'ٱِبْن', 'عَمّ', 'باخِرَة', 'سِرّ', 'بادَر', 'فِراق', 'جَدِيد', 'خَوْف', 'سُخْط', 'عاش', 'دَهْر', 'زائِد', 'حُبّ', 'وَجْه', 'ٱِعْتِقاد', 'مُغْتَبِط', 'كَثِير', 'ٱِعْتِقاد', 'ٱِتِّباع', 'قَرِيب', 'تَحَسُّن', 'ٱِفْتَقَر', 'أَدْرَك', 'مُنْيَة', 'شُوال', 'سَعَى', 'أَخ', 'سَيِّد', 'وَجَع', 'حُرْقَة', 'تَعَلَّل', 'مُدَّة', 'دَفَن', 'سَلَف', 'مَعْلاة', 'رَحِم', 'إِيّا', 'ٱِبْنَة', 'أَب', 'مَكِّيّ', 'قَرِيب', 'مَدْعُوّ', 'أَهْل', 'ٱِبْنَة', 'رِضَى', 'مَكِّيّ', 'ٱِبْنَة', 'أَجاز', 'ثَمانِمائَة', 'ٱِبْنَة', 'جَماعَة', 'مات']"
5882,"['ٱِبْنَة', 'بَدْر', 'ٱِبْن', 'شَقِيق', 'مات', 'لَيْلَة', 'ٱِسْتِهْلال', 'ٱِثْنَتانِ', 'سَعَى', 'أَوْجَع', 'إِيّا', 'جَنَّة']"
5883,"['ٱِبْنَة', 'شَرِيف', 'ٱِبْنَة', 'شَرِيف', 'أَمِير', 'ٱِبْنَة', 'مات', 'أَب', 'قَلِيل', 'وَفاة', 'ذِكْر', 'فاسِيّ']"
5884,"['ٱِبْنَة', 'سَيِّد', 'مات', 'لَيْلَة', 'شَعْبان', 'قَرِيب', 'مُمَيَّز', 'مَوْت', 'أَب', 'صَلَّى', 'غَد', 'جَمْع', 'جَمّ', 'دَفَن', 'سَلَف', 'قَرافَة', 'شَيْخ', 'جِهَة', 'قُرْب', 'زاوِيَة', 'حارَة', 'رَحِم', 'إِيّا']"
5885,"['حَسَن', 'لِسان', 'ظاهِر', 'آلَة', 'ٱِبْنَة', 'أَبِي', 'مَكِّيّ', 'تَزَوَّج', 'حَسَن', 'مَعْرُوف', 'غَيَّة', 'صَغِير', 'وَلَّد', 'مات', 'دِين', 'خَيِّر', 'رُبَّما', 'ٱِعْتَرَى', 'حال', 'قَلّ', 'ضَبْط', 'مات', 'ظَنّ', 'دَفَن', 'مَعْلاة', 'ذِكْر', 'راوَنْد', 'خَطْوَة', 'مَوْضِع', 'آخَر', 'غَلَط', 'ٱِبْنَة', 'سَمِع', 'صاحِب', 'تَرْجَمَة', 'والِد', 'أَجاز', 'ٱِبْن', 'طائِفَة', 'خَيِّر', 'دِين']"
5886,"['ضَمّ', 'سُكُون', 'ٱِبْنَة', 'شَيْخ', 'مَكِّيّ', 'حافِي', 'أَب', 'مُهْمَل', 'سَمِع', 'ٱِلْتَقَى', 'عَضّ', 'حَدَث', 'سَمِع', 'فاضِل', 'وَلَد', 'ذَكَر', 'مُعْجَم', 'مات', 'ٱِخْتِلاط', 'جُمادَى', 'آخَر', 'ٱِثْنَتانِ', 'رَبْع', 'دَفَن', 'مَعْلاة', 'رَحِم']"
5887,"['نَفِيس', 'ٱِبْنَة', 'شَقِيقَة', 'إِخْوَة', 'وَلَد', 'جُمادَى', 'أُولَى', 'ثَمانِمائَة', 'تَزَوَّج', 'الفاكهي', 'بِكْر', 'واستولدها', 'وَلَد', 'مات', 'جُمادَى', 'أُولَى', 'شَهِيد', 'أَثْر', 'نِفاس', 'دَفَن', 'قُرْب', 'سَيِّد', 'رَضِي', 'رَحِم']"
5888,"['ٱِبْنَة', 'عَلاء', 'حَلَبِيّ', 'مَعْرُوف', 'أَب', 'مَضَى', 'وَلَد', 'ثَمانِمائَة', 'تَقْرِيب', 'ذِكْر', 'مُجَرَّد']"
5889,"['ٱِبْنَة', 'مَكِّيّ', 'ماضِي', 'أَب', 'أَخ', 'بِيض']"
5890,"['مَدْعُوّ', 'ٱِبْنَة', 'مات', 'قَعْدَة']"
5891,"['ٱِبْنَة', 'الخواجا', 'شَمْسِيّ', 'سَمِع', 'مات']"
5892,"['ٱِبْنَة', 'سَيِّد', 'أُخْت', 'خَدِيجَة', 'آتِي', 'مات', 'طاعُون', 'سَعَى', 'عَقْد', 'مُتَوَفَّى', 'أَيْض']"
5893,"['ٱِبْنَة', 'نَجْمِيّ', 'شَقِيقَة', 'ٱِبْنَة', 'كَمال', 'دَعا', 'قاضِي', 'تَعَلَّم', 'خَطّ', 'قَرَأ', 'تَمَيَّز', 'تَدْرِيب', 'عَمَّة', 'عَقَد', 'وَصِيّ', 'ٱِبْن', 'وَخَى', 'عَمّ', 'حَضْرَة', 'سُلْطان', 'صَلاة', 'جامِع', 'رَبِيع', 'سَعَى']"
