"place","enLabel","placeLabel","toponyms","geometry","typeLabel","country"
"Q12181932","Ihsim","احسم","احسم","Point(36.560833 35.72)","village","Q858"
"Q12194354","Al-Nashabiyah","النشابية","النشابية","Point(36.48722222 33.51361111)","village","Q858"
"Q12052712","Abu Qubays","ابو قبيس","ابا قبيس, ابوقبيس, ابي قبيس, ابو قبيس، ابو قبيس","Point(36.31444444 35.23611111)","village","Q858"
"Q12195594","Babuline","بابولين","بابولين","Point(36.67861111 35.53777778)","village","Q858"
"Q12183151","Ejaz","اعجاز","اعجاز","Point(37.04027778 35.76138889)","village","Q858"
"Q12180433","Um Hartein","ام حارتين","ام حارتين","Point(36.9667 35.2189)","village","Q858"
"Q12192905","Mizyeneh","المزينة","قرية المزينة، المزينة","Point(36.34027778 34.77166667)","village","Q858"
"Q12188445","Al-Salameh","السلامة","السلامة اعزاز, السلامة، حلب، السلامة","Point(37.075 36.618888888)","border town","Q858"
"Q12184359","Borj, Idlib","البرج","البرج","Point(36.850278 35.578611)","village","Q858"
"Q12189410","Sarman","الصرمان","الصرمان","Point(36.851389 35.606944)","village","Q858"
"Q12189265","Sheikh Hilal","الشيخ هلال","الشيخ هلال","Point(37.505 35.249444)","village","Q858"
"Q12186352","Hreif","الحريف","الحريف","Point(36.3364 35.0983)","village","Q858"
"Q12191798","al-Kafrayn","الكفرين","الكفرين","Point(36.548889 33.4375)","village","Q858"
"Q12200272","Buwaydat Rihaniyah","بويضة الريحانية","بويضة الريحانية","Point(37.14361111 34.86111111)","village","Q858"
"Q12188139","Zahraa","الزهراء","الزهراء سوريا، الزهراء","Point(36.37888889 35.98361111)","village","Q858"
"Q12188069","Zira'a","الزراعة","الزراعة","Point(36.57694444 34.45638889)","village","Q858"
"Q12188708","Al-Sisiniyah","السيسنية","السيسنية","Point(36.14194444 34.77944444)","village","Q858"
"Q12232421","Qarahta","قرحتا","قرحتا","Point(36.427084 33.40846)","village","Q858"
"Q12227509","Akash","عكش","عكش","Point(37.340556 35.006944)","village","Q858"
"Q12184485","Bsheiriyeh","البشيرية","البشيرية بللو، البشيرية","Point(36.40583333 35.85472222)","village","Q858"
"Q12187792","Rasafa","الرصافة","الرصافة مدينة, رصافة, مدينة الرصافة، الرصافة","Point(36.898381 35.8737)","village","Q858"
"Q12186952","Al Kharsa","الخرسا","الخرسا قريه, قرية الخرسا، الخرسا","Point(36.492777777 32.929166666)","village","Q858"
"Q12232778","Anz","قرية عنز","قرية عنز","Point(36.686389 32.404722)","village","Q858"
"Q12233283","Qatra","قطرة","قطرات, قطره، قطرة","Point(36.88333333 35.65)","village","Q858"
"Q12189444","Al-Safsafah","الصفصافة","الصفصافة","Point(36.03333282 34.71666718)","village","Q858"
"Q12224229","Abar Beit Seif","عبر بيت سيف","عبر بيت سيف","Point(36.316389 35.379167)","village","Q858"
"Q12199900","Boz Ghaz","بوزغاز","بوزغاز","Point(36.186389 35.797222)","village","Q858"
"Q12187343","Dleibeh","الدليبة","الدليبة حماة، الدليبة","Point(36.3586 34.9478)","village","Q858"
"Q12192215","Al-Mataaiya","المتاعية","المتاعيه, متاعية، المتاعية","Point(36.291389 32.495)","village","Q858"
"Q12184278","Al-Bahdaliyah","البحدلية","البحدلية","Point(36.361111 33.429167)","village","Q858"
"Q12187848","Al-Ruqaita","الرقيطة","الرقيطة","Point(36.72222222 35.10916667)","village","Q858"
"Q12192395","Majwi","المجوي","المجوي","Point(36.3333 34.9833)","village","Q858"
"Q12185472","Al-Jarba","الجربا","الجربا","Point(36.53 33.5175)","village","Q858"
"Q12192298","Majdal","المجدل","المجدل","Point(36.589167 35.196944)","village","Q858"
"Q12188611","Al-Sawda","السودا","سودا، السودا","Point(35.94361111 34.98222222)","village","Q858"
"Q12187681","Al-Rabwah, Homs","الربوة","الربوة","Point(36.55611111 34.73388889)","village","Q858"
"Q12187227","Dabousieh","الدبوسية","الدبوسية","Point(36.11888889 34.64805556)","village","Q858"
"Q12189183","Sheikh Idris","الشيخ ادريس","الشيخ ادريس","Point(36.86166667 35.76694444)","village","Q858"
"Q12194751","Al-Haijaneh","الهيجانة","الهيجانة","Point(36.54416667 33.35861111)","village","Q858"
"Q12191804","Kafir","الكفير","كفير، الكفير","Point(36.32194444 35.7825)","village","Q858"
"Q12227357","Atshan","عطشان","عطشان","Point(36.8233 35.4058)","village","Q858"
"Q12178165","Abu Qilqil","ابو قلقل","ابو قلقل","Point(38.093055555 36.435833333)","village","Q858"
"Q12184733","Elbiyeh","البية","البية","Point(36.6892 34.9842)","village","Q858"
"Q12194982","Al-Yadudah","اليادودة","اليادودة","Point(36.061111 32.665278)","village","Q858"
"Q12180484","Umm Walad","ام ولد","قرية ام ولد، ام ولد","Point(36.43194444 32.65777778)","village","Q858"
"Q12195610","Batenta","باتنتة","باتنته، باتنتة","Point(36.6325 36.00722222)","village","Q858"
"Q12188344","Sarja","سرجة","سرجة","Point(36.925556 35.581389)","village","Q858"
"Q12194615","Hbit","الهبيط","الهبيط","Point(36.53666667 35.44)","village","Q858"
"Q12192194","Mbarkat","المباركات","المباركات حماة، المباركات","Point(36.8622 35.1219)","village","Q858"
"Q12193148","Al-Musayfirah","المسيفرة","المسيفره, مسيفرة، المسيفرة","Point(36.33861111 32.63222222)","village","Q858"
"Q12184212","Baruza","الباروزة","الباروزه, باروزة، الباروزة","Point(37.348888888 36.481666666)","village","Q858"
"Q12199107","Balqasah","بلقسة","بلقسة","Point(36.494722 34.740833)","village","Q858"
"Q12177943","Abu Hariq","ابو حريق","ابو حريق","Point(37.2575 35.279166666)","village","Q858"
"Q12224580","Arafit","عرافيت","عرافيت","Point(36.213056 35.689167)","village","Q858"
"Q12186793","Hawayeq","الحوائق","حوائق، الحوائق","Point(36.347467 35.334501)","village","Q858"
"Q12195596","Babilla","بابيلا","بابيلا","Point(36.730833 35.701111)","village","Q858"
"Q12224695","Arqaya","عرقايا","عرقايا","Point(36.478056 34.813611)","village","Q858"
"Q12227460","Aqraba","عقربا","عقربا","Point(36.006944 33.185)","village","Q858"
"Q12189211","Al-Shaykh Saad, Tartus Governorate","الشيخ سعد","الشيخ سعد قرية، الشيخ سعد","Point(35.92861111 34.90944444)","village","Q858"
"Q12194565","Nayrab","النيرب","النيرب قرية, نيرب، النيرب","Point(36.72027778 35.86972222)","village","Q858"
"Q12178207","Abu Makki","ابو مكي","ابو مكي","Point(36.821944 35.610833)","village","Q858"
"Q12184444","Breiseh","البريصة","البريصة","Point(36.84 35.53972222)","village","Q858"
"Q12224783","Arima","عريمة","عريمة","Point(37.719166666 36.473888888)","village","Q858"
"Q12233517","Qamhana","قمحانة","قمحانة","Point(36.7347 35.1972)","village","Q858"
"Q12185861","Al-Jiza","الجيزة","بلدة الجيزة, بلدة الجيزه, بلده الجيزه، الجيزة","Point(36.31638889 32.57)","village","Q858"
"Q12233506","Qalidin","قليدين","قليدين","Point(36.385556 35.613333)","village","Q858"
"Q12187890","Rahjan","الرهجان","الرهجان","Point(37.430506 35.405736)","village","Q858"
"Q12180438","Um Khreizeh","ام خريزة","ام خريزة، ام خريزة","Point(37.1875 35.23416667)","village","Q858"
"Q12187999","Ar-Rajhan","الريحان","الريحان","Point(36.443333 33.573611)","village","Q858"
"Q12188027","Zameliyeh","الزاملية","زاملية، الزاملية","Point(36.4142 35.0058)","village","Q858"
"Q12191772","Kashif, Syria","الكشف","الكشف","Point(36.838889 34.399444)","village","Q858"
"Q12185857","Jid","الجيد","الجيد","Point(36.31138889 35.55166667)","village","Q858"
"Q12185425","Jbine","الجبين","الجبين","Point(36.5136 35.3378)","village","Q858"
"Q12195547","Baghdad gate","باب بغداد","باب بغداد","Point(39.027 35.9429)","village","Q858"
"Q12198767","Baamra","بعمرة","بعمرة","Point(36.35 34.95)","village","Q858"
"Q12186883","Hayluneh","الحيلونة","الحيلونة","Point(36.2853 35.1319)","village","Q858"
"Q12187629","al-Rai","الراعي","الراعي","Point(37.446666666 36.611944444)","village","Q858"
"Q12186335","Hurriyeh","الحرية","الحرية","Point(36.35527802 35.5)","village","Q858"
"Q12186257","Hraki","الحراكي","الحراكي","Point(36.85 35.65)","village","Q858"
"Q12189428","Elsafa","الصفا","الصفاتل زجرم، الصفا","Point(36.36222222 35.61444444)","village","Q858"
"Q12184522","Madinat al-Baath","مدينة البعث","البعث مدينه، مدينة البعث","Point(35.87 33.17)","village","Q858"
"Q12233144","Qossiyeh","قصية","قصية","Point(36.25 34.983333)","village","Q858"
"Q12228634","Ennab","عناب","عناب","Point(36.238747 35.426406)","village","Q858"
"Q12185614","Jalma","الجلمة","الجلمة","Point(36.488056 35.321944)","village","Q858"
"Q12228725","Aniq Bajra","عنيق باجرة","عنيق باجرة","Point(37.282222 35.288889)","village","Q858"
"Q12232624","al-Shabaki","قرية الشبكي","الشبكي، قرية الشبكي","Point(36.840833 32.71)","village","Q858"
"Q12184763","Al-Bitariyah","البيطارية","بيطارية، البيطارية","Point(36.54222222 33.31444444)","village","Q858"
"Q12228665","Anbura","عنبورة","عنبورة","Point(36.3408 35.1214)","village","Q858"
"Q12180402","Um Elamad","ام العمد","ام العمد","Point(37.056539 34.930856)","village","Q858"
"Q12189445","Sifsafiyeh","الصفصافية","الصفصافية","Point(36.477778 35.262778)","village","Q858"
"Q12228970","Ein El-Bayda","عين البيضاء","عين البيضا، عين البيضاء","Point(36.178056 35.860556)","village","Q858"
"Q12200389","Bayt al-Shaykh Yunis","بيت الشيخ يونس","بيت الشيخ يونس","Point(36.082777777 34.797777777)","village","Q858"
"Q12180430","Umm Jalal","ام جلال","ام جلال، ام جلال","Point(36.78555556 35.50277778)","village","Q858"
"Q12205149","Jarjnaz","جرجناز","جرجناز","Point(36.777248 35.617535)","village","Q858"
"Q12235422","Kafrsajna","كفر سجنة","كفر سجنة","Point(36.588611 35.526111)","village","Q858"
"Q12235685","Kafraziba","كفرزيبا","كفرزيبا","Point(36.595556 35.794722)","village","Q858"
"Q12209147","Howayek","حويك","حويك","Point(36.424722 34.546944)","political family","Q858"
"Q12190740","Ghassaniyeh","الغسانية","قرية الغسانية، الغسانية","Point(36.261111 35.815)","village","Q858"
"Q12236466","Kurin","كورين","كورين","Point(36.568333 35.864167)","village","Q858"
"Q12208692","Hamam El Qarahleh","حمام القراحلة","حمام القراحلة","Point(36.07777778 35.29083333)","village","Q858"
"Q12235373","Kafr Hum","كفر حوم","كفر حوم","Point(36.478056 36.196944)","village","Q858"
"Q12190595","Oweina","العوينة","العوينة","Point(36.433889 35.317778)","village","Q858"
"Q12190575","Ojeh","العوجة","العوجا, منطقة العوجا، العوجة","Point(37.021389 35.634722)","village","Q858"
"Q12229153","Ein Laruz","عين لاروز","عين لاروز","Point(36.44 35.683611)","village","Q858"
"Q12190449","Aliqa","العليقة","العليقة","Point(36.12916667 35.17416667)","village","Q858"
"Q12210659","Al-Khafsah","خفسة","خفسة","Point(37.9925 36.216666666)","village","Q858"
"Q12234922","Al-Kasrah","كسرة","كسرة","Point(39.91703611 35.56606111)","village","Q858"
"Q12212368","Deir Sunbul","دير سنبل","دير سنبل","Point(36.60583333 35.69916667)","village","Q858"
"Q12220462","Dahiyat al-Assad","ضاحية حرستا","ضاحية الاسد، ضاحية حرستا","Point(36.36 33.581111)","village","Q858"
"Q12204601","Jabah","جبا","جبا","Point(35.92555556 33.16166667)","village","Q858"
"Q12207488","Harf al-Musaytirah","حرف المسيترة","حرف المسيترة","Point(36.1325 35.39055556)","village","Q858"
"Q12220244","Smakh","صماخ","صماخ","Point(36.89777778 35.09333333)","village","Q858"
"Q12208673","Hamadi Elomr","حمادي عمر","حمادي عمر","Point(37.441667 35.022222)","village","Q858"
"Q12194240","Al-Naim","الناعم","الناعم","Point(36.48166667 34.59083333)","village","Q858"
"Q12189974","Al-Abadah","العبادة","العبادة","Point(36.559444 33.504167)","village","Q858"
"Q12235738","Kfeir Yabous","كفير يابوس","كفير يابوس","Point(35.9975 33.68972222)","village","Q858"
"Q12219318","Shiha, Masyaf","شيحة مصياف","الشيحة مصياف، شيحة مصياف","Point(36.2636 35.0703)","village","Q858"
"Q12193695","Milaja","الملاجة","الملاجة","Point(36.49666667 35.59444444)","village","Q858"
"Q12230636","Farkya","فركيا","فركيا","Point(36.598611 35.725)","village","Q858"
"Q12232003","Qatura","قاطورة","قاطورة","Point(36.83016 36.300822)","village","Q858"
"Q12213096","Rabu","ربعو","ربعو","Point(36.3981 35.0758)","village","Q858"
"Q12190608","Al-Eiss","العيس","العيس","Point(37.000556 35.996389)","village","Q858"
"Q12229143","Ayn Qadib","عين قضيب","عين قضيب","Point(36.258333 35.084722)","village","Q858"
"Q12198386","Bsirin","بسيرين","بسيرين","Point(36.7472 35.0222)","village","Q858"
"Q12203156","Taldara","تل الدرة","تلدره، تل الدرة","Point(36.9383 35.0308)","village","Q858"
"Q12235543","Kafr Ein","كفر عين","كفر عين","Point(36.566667 35.445)","village","Q858"
"Q12233556","Qminas","قميناس","قميناس","Point(36.678333 35.884722)","village","Q858"
"Q12220124","Sqiah","صقيعة","صقيعة","Point(36.868611 35.615278)","village","Q858"
"Q12190225","Asharneh","العشارنة","العشارنة","Point(36.399722 35.290278)","village","Q858"
"Q12189782","Tamarqiyeh","الطمارقية","الطمارقية","Point(36.224735 34.98071)","village","Q858"
"Q12197940","Berdoneh","بردونة","بردونة","Point(36.97388889 35.23666667)","village","Q858"
"Q12235310","Kafr Battikh","كفر بطيخ","كفر بطيخ","Point(36.72694444 35.78055556)","village","Q858"
"Q12235702","Kafr Latah","كفرلاتة","كفرلاتة","Point(36.6275 35.79472222)","village","Q858"
"Q12213007","Ram Hamdan","رام حمدان","رام حمدان","Point(36.713889 36.025556)","village","Q858"
"Q12209105","Hawsh al-Dawahira","حوش الضواهرة","حوش الضواهرة","Point(36.46 33.547222)","village","Q858"
"Q12209795","Hish","حيش","حيش","Point(36.643056 35.546389)","village","Q858"
"Q12210357","Khirbet al-Ma'zah","خربة المعزة","خربة المعزة","Point(36.03333333 34.83333333)","village","Q858"
